"Sample Name"	"Protocol REF"	"Parameter Value[Post Extraction]"	"Parameter Value[Derivatization]"	"Extract Name"	"Protocol REF"	"Parameter Value[Chromatography Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Column model]"	"Parameter Value[Column type]"	"Parameter Value[Detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Signal range]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Resolution]"	"Term Source REF"	"Term Accession Number"	"Labeled Extract Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Protocol REF"	"Parameter Value[Scan polarity]"	"Parameter Value[Scan m/z range]"	"Parameter Value[Instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[Mass analyzer]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Normalization Name"	"Derived Spectral Data File"	"Protocol REF"	"Data Transformation Name"	"Metabolite Assignment File"
"SAMEA2630379"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-37-2pos_1-F,4_01_24287"	"LTI225-37-2pos_1-F,4_01_24287.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630379"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-37"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-37-3pos_1-D,4_01_24271"	"LTI225-37-3pos_1-D,4_01_24271.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-49-1pos_2-A,5_01_24659"	"LTI225-49-1pos_2-A,5_01_24659.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-49-2pos_1-B,2_01_24562"	"LTI225-49-2pos_1-B,2_01_24562.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630432"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-49"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-49-3pos_1-C,3_01_24571"	"LTI225-49-3pos_1-C,3_01_24571.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-61-1pos_1-C,1_01_24515"	"LTI225-61-1pos_1-C,1_01_24515.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-61-2pos_1-A,3_01_24501"	"LTI225-61-2pos_1-A,3_01_24501.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630425"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-61"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-61-3pos_1-D,7_01_24584"	"LTI225-61-3pos_1-D,7_01_24584.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-07-1pos_1-C,7_01_24266"	"LTI225-07-1pos_1-C,7_01_24266.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-07-2pos_1-B,4_01_24253"	"LTI225-07-2pos_1-B,4_01_24253.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630428"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-07"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-07-3pos_1-C,1_01_24258"	"LTI225-07-3pos_1-C,1_01_24258.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630383"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-19"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-19-1pos_1-C,7_01_24521"	"LTI225-19-1pos_1-C,7_01_24521.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630383"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-19"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-19-2pos_1-A,6_01_24558"	"LTI225-19-2pos_1-A,6_01_24558.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630383"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-19"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-19-3pos_1-E,1_01_24586"	"LTI225-19-3pos_1-E,1_01_24586.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630393"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-31"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-31-1pos_1-C,1_01_24358"	"LTI225-31-1pos_1-C,1_01_24358.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630393"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-31"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-31-2pos_1-B,6_01_24355"	"LTI225-31-2pos_1-B,6_01_24355.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630393"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-31"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-31-3pos_1-A,6_01_24347"	"LTI225-31-3pos_1-A,6_01_24347.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630392"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-43"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-43-1pos_1-B,1_01_24350"	"LTI225-43-1pos_1-B,1_01_24350.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630392"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-43"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-43-2pos_1-B,4_01_24408"	"LTI225-43-2pos_1-B,4_01_24408.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630392"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-43"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-43-3pos_1-B,4_01_24353"	"LTI225-43-3pos_1-B,4_01_24353.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630374"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-55"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-55-1pos_2-A,2_01_24656"	"LTI225-55-1pos_2-A,2_01_24656.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630374"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-55"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-55-2pos_1-A,4_01_24502"	"LTI225-55-2pos_1-A,4_01_24502.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630374"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-55"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-55-3pos_1-C,7_01_24575"	"LTI225-55-3pos_1-C,7_01_24575.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630407"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-67"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-67-1pos_1-E,2_01_24587"	"LTI225-67-1pos_1-E,2_01_24587.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630407"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-67"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-67-2pos_2-A,7_01_24661"	"LTI225-67-2pos_2-A,7_01_24661.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630407"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-67"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-67-3pos_1-F,2_01_24595"	"LTI225-67-3pos_1-F,2_01_24595.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630398"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-02"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-02-1pos_1-B,1_01_24250"	"LTI225-02-1pos_1-B,1_01_24250.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630398"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-02"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-02-2pos_1-C,4_01_24261"	"LTI225-02-2pos_1-C,4_01_24261.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630398"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-02"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-02-3pos_1-A,2_01_24243"	"LTI225-02-3pos_1-A,2_01_24243.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630378"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-14"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-14-1pos_1-E,5_01_24590"	"LTI225-14-1pos_1-E,5_01_24590.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630378"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-14"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-14-2pos_1-F,6_01_24599"	"LTI225-14-2pos_1-F,6_01_24599.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630378"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-14"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-14-3pos_1-C,8_01_24522"	"LTI225-14-3pos_1-C,8_01_24522.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630386"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-26"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-26-1pos_1-A,5_01_24401"	"LTI225-26-1pos_1-A,5_01_24401.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630386"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-26"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-26-2pos_1-C,6_01_24418"	"LTI225-26-2pos_1-C,6_01_24418.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630386"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-26"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-26-3pos_1-B,2_01_24406"	"LTI225-26-3pos_1-B,2_01_24406.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630368"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-38"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-38-1pos_1-C,8_01_24365"	"LTI225-38-1pos_1-C,8_01_24365.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630368"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-38"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-38-2pos_1-A,2_01_24343"	"LTI225-38-2pos_1-A,2_01_24343.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630368"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-38"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-38-3pos_1-C,5_01_24362"	"LTI225-38-3pos_1-C,5_01_24362.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630372"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-50"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-50-1pos_1-B,4_01_24564"	"LTI225-50-1pos_1-B,4_01_24564.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630372"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-50"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-50-2pos_1-B,6_01_24512"	"LTI225-50-2pos_1-B,6_01_24512.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630372"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-50"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-50-3pos_2-B,4_01_24666"	"LTI225-50-3pos_2-B,4_01_24666.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
"SAMEA2630415"	"Extraction"	"200 µl methanol/water, 30/70 (v/v)"	"none"	"LTI225-62"	"Chromatography"	"Waters ACQUITY UPLC system"	""	""	"ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)"	"reverse phase"	"Waters ACQUITY UPLC PDA Detector"	""	""	"190-500 nm"	""	""	"0.25 nm"	""	""	"N/A"	"N/A"	""	""	"Mass spectrometry"	""	""	""	""	""	""	""	""	""	""	""	"LTI225-62-1pos_1-B,5_01_24565"	"LTI225-62-1pos_1-B,5_01_24565.cdf"	"Data transformation"	"N/A"	""	"Metabolite identification"	"N/A"	""
